Category,Year,nid,Winners,Image_URL,Caption
Feature Photography,2011,7148,Barbara Davidson,davidson18web.jpg,"In L.A. County homicides fell by nearly a fifth in the first half of 2010, but violence, especially gun violence, remains a plague. Los Angeles County Sheriff's Deputy Derek Fender pulls over a suspected gang member during a patrol. (Barbara Davidson, Los Angeles Times)"
Feature Photography,2011,7148,Barbara Davidson,davidson19web.jpg,"Edwin Cobbin’s younger brothers Albert, left, and Maddox play with toy weapons a few days after the slaying. Edwin Cobbin was lifting weights in the front yard of his house when a dark SUV pulled up. Two men got out, searched his pockets and asked him what gang he belonged to. Edwin told them he wasn’t in a gang, but the men shot him and drove away. (Barbara Davidson, Los Angeles Times - December 29, 2010)"
Feature Photography,2011,7148,Barbara Davidson,davidson20web.jpg,"During a visit to mark Jamiel 'Jas' Shaw II's 18th birthday, Jamiel Sr. and Jas’ brother, Thomas, walk through the solemn halls of Inglewood Park Cemetery. Said Jamiel Shaw Sr. 'I think my weakness is crying all the time thinking about him. You can’t be the same person anymore because Jas is what made me whole.'  Army Sgt. Anita Shaw, Jas's Mother, adds, 'When I was serving in Iraq, and I found out my son was murdered three doors from his house in Los Angeles, I was very upset. I was like, how can that be? The United States is supposed to be the safest place, especially for a child.' (Barbara Davidson - December 29, 2010"
Feature Photography,2010,7126,Craig F. Walker,2010walker01web.jpg,"Ian Fisher cradles his injured elbow during his processing into the Army in Ft. Benning, Ga. On June 20, 2007. Though he later had a change of heart after speaking with a commander, he saw a possibility to escape his enlistment only two days in. From his first day in fatigues through his days driving a Humvee in Iraq, military life often didn’t mesh with his expectations. Sometimes the structure of the Army and the demands of training for war clashed with the freedom he shared with his outside friends. (Craig F. Walker, Denver Post - 2009)"
Feature Photography,2010,7126,Craig F. Walker,2010walker02web.jpg,"Ian returns a phone call to Sgt. 1st Class Gavino Barron, the commander at Ian’s Army recruiting office, on June 1, 2007.  Barron was making sure Ian was on track for enlistment.  When he was 17, Ian had joined the Army’s Future Solider Program, which prepares recruits for enlistment. Barron recalled his initial impressions of Ian: &amp;quot;He wasn’t in it for the money.  He was only in it for God and country.  That’s the reason most infantrymen join.&amp;quot;  Ian’s father, Eric Fisher, listens to the conversation.  Eric returned from the Vietnam War with the Combat Infantryman Badge and emotional scars.  Eric’s father had been awarded the Bronze Star for combat in World War II. (Craig F. Walker, Denver Post - 2009)"
Feature Photography,2010,7126,Craig F. Walker,2010walker03web.jpg,"Hours after Ian's family threw a goodbye bash for him with cake and ice cream on June 16, 2007, his friends gave him a party of a different type, with beer pong and affection from his girlfriend Ashley Hibbs.  It was a time of emotional goodbyes among friends as Ian prepared to refine his high school image of the rough-and-tumble teen fumbling for a grip on his future. (Craig F. Walker, Denver Post - 2009)"
Feature Photography,2010,7126,Craig F. Walker,2010walker04web.jpg,"As Ian's father, Eric, waits in the driveway with the recruiter who's about to take Ian away to 14 weeks of basic training, Ian embraces friends Nick 'Buddha' Nelson, left, and Shane 'Pineapple' Doiel on June 17, 2007. Between hugs, Ian's eyes welled with tears.  Ian approached his father.  You got everything? Eric whispered.  Yeah, Ian replied.  The car pulled out, and Ian was gone.  As soon as we saw him driving off, that’s when we realized how real it was, 'Buddha' said. (Craig F. Walker, Denver Post - 2009)"
Feature Photography,2010,7126,Craig F. Walker,2010walker05web.jpg,"Fisher, second from right, waits for a medical exam with other recruits at the Denver Military Entrance Processing Station on June 18, 2007.  They took the oath of enlistment and, later that day, Fisher would travel to Fort Benning, where his new life in the Army began.  Over the next three days, he filled out forms.  He stood in formation.  And he joined in the constant repetition of the Soldier’s Creed:  &amp;quot;...I will always place the mission first; I will never accept defeat; I will never quit; I will never leave a fallen comrade...&amp;quot;. (Craig F. Walker, Denver Post - 2009)"
Feature Photography,2010,7126,Craig F. Walker,2010walker06web.jpg,"After three days of endless lines, little rest and second thoughts at processing, Fisher arrives June 22, 2007, at basic training and is introduced to his place in the military by drill sergeant David Vance. &amp;quot;We see who's going to quit in that first hour,&amp;quot; says drill sergeant John Eldridge.  &amp;quot;This scared me more than anything ever has,&amp;quot; Fisher said of the jolting arrival at Fort Benning.  He’d joined the Army to make a different life.  Now that life was upon him.  &amp;quot;I just keep telling myself to be happy,&amp;quot; Fisher said.  &amp;quot;I’m already feeling like a different person.&amp;quot; (Craig F. Walker, Denver Post - 2009)"
Feature Photography,2010,7126,Craig F. Walker,2010walker07web.jpg,"From left, recruits Rob-drick Robinson, Fisher and Christopher Wegner talk with Fisher’s bunkmate about his behavior June 23, 2007.  He had been consistently causing problems, and the rest of the platoon was paying the price.  Because of the culture of basic training, where all suffer for the faults of one, recruits often police their own ranks.  Fisher said he worried that the pep talks for his bunkmate might not be enough but he wouldn’t be part of any physical confrontation.  &amp;quot;I told him I’d be there for him,&amp;quot; Fisher said.  &amp;quot;But he just doesn’t seem to care.&amp;quot;  The bunkmate, an 18-year old who had been in and out of jail in his hometown of Syracuse, N.Y. and joined the Army as a last resort, would be gone within eight weeks like one-fifth of Fisher’s 40-man platoon.  (Craig F. Walker, Denver Post - 2009)"
Feature Photography,2010,7126,Craig F. Walker,2010walker08web.jpg,"As his team prepares to clear and secure a room during a training drill, Fisher is the first man in a four-man stack.  It’s Aug. 15, 2007, and Echo Company is deep into its Mission Oriented Urban Tactics exercises—three days focused on urban combat at Fort Benning.  Drill sergeant Tommy Beauchamp has a lot of first-hand experience to share with the troops about urban combat:  He served a tour of duty in Afghanistan and two tours in Iraq, where the battlefield loomed more complex than in previous wars. Craig F. Walker, Denver Post - 2009)"
Feature Photography,2010,7126,Craig F. Walker,2010walker09web.jpg,"Following a long day - on top of a long week - and suffering from heat rash on his upper body, Fisher finds himself at his tent in Fort Benning, bowing his head in prayer Sept. 15, 2007. He explains later: &amp;quot;I've been praying that God takes this stuff off my back.&amp;quot; Basic training had given him a cold, hard appraisal of his limitations.  His ambitions had dissolved amid repeated and futile efforts to pass his physical-training test.  Injuries had hindered his performance.  Fisher did a reality check:  Instead of excellence, he would settle for survival. (Craig F. Walker, Denver Post - 2009)"
Feature Photography,2010,7126,Craig F. Walker,2010walker10web.jpg,"Fisher braces for his crossed-rifles pin, signifying his completion of training.  Drill sergeant John Eldridge holds the pin in place and prepares to secure it with a fist. &amp;quot;I hit him square on the chest,&amp;quot; Eldridge said. &amp;quot;He had two holes, and blood dripping down from each - 'blood rifles.'&amp;quot;  Thirteen weeks of basic training had led Fisher to this—a 10-mile march through a series of high-stress combat tests that ended at a place called Honor Hill.  A sergeant closed the ceremony Sept. 17, 2007: &amp;quot;You are now the guardian of freedom and the American way of life!  A warrior!&amp;quot; (Craig F. Walker, Denver Post - 2009)"
Feature Photography,2010,7126,Craig F. Walker,2010walker11web.jpg,"During a weekend home from his first assignment at Fort Carson, Colo., Ian walked through a Denver-area mall with his new girlfriend, Kayla Spitzlberger, on Dec. 15, 2007, and asked whether she wanted to go ring shopping. She was excited, but working out the financing made him nervous. They picked out the engagement ring in about five minutes, but Ian wouldn't officially propose until Christmas Day in front of her family. The couple had met in freshman math class but never really dated until now.  She wrote to him during basic training and decided to give Ian a chance.  The engagement would end before Valentine's Day. (Craig F. Walker, Denver Post - 2009)"
Feature Photography,2010,7126,Craig F. Walker,2010walker12web.jpg,"Ian survived basic training, but he faced a steep learning curve when it came to everyday Army life.  Assigned to Fort Carson, just over an hour's drive from his teenage stomping grounds in Colorado, he found himself pulled in two directions.  The Army sought to prepare him for the rigors of deployment in Iraq.  But on the home front, his weekend visits with friends reminded him of the carefree life he'd left behind. Again home for the weekend March 8, 2008, Ian sits at the table with his essentials: cellphone, energy drink, cigarettes and a bottle of Vicodin. After a series of training injuries, Ian is taking pain medications and muscle relaxants. His father, Eric, expressed concern about the drugs.  &amp;quot;I think you’re abusing them,&amp;quot; he said.  &amp;quot;You keep taking those as recreational and you're going to end up immune to them.&amp;quot;  Ian dismissed it: &amp;quot;At least it's not coke, Ecstasy, weed.... I've got like six, seven different medications now. They give it to you for a reason. I'm not going to just let them sit there.&amp;quot;.(Craig F. Walker, Denver Post - 2009)"
Feature Photography,2010,7126,Craig F. Walker,2010walker13web.jpg,"Fisher shows his frustration during a counseling session at Fort Carson with Sgt. 1st Class Joshua Weisensel on July 24, 2008.  For a second time, Fisher had returned late from a weekend home.  Now he had turned himself in for having a drug problem.  In the days to follow, Fisher's continued failure to cooperate put him in danger of getting kicked out of the Army. Instead, the commander gave him another chance, assigning him to a new platoon.  Punishment included extra duty, loss of pay and a reduction in rank from a private first class to private 1.  But it was a fresh start. (Craig F. Walker, Denver Post - 2009)"
Feature Photography,2010,7126,Craig F. Walker,2010walker14web.jpg,"The Rev. John H. Bell Jr. lays a hand on Ian during a baptism at Wellshire Presbyterian Church in Denver on July 13, 2008, Ian’s mother’s birthday.  Teri Mercill said the greatest gift she could ask for was to see her son baptized before he deploys to Iraq.  &amp;quot;It has given me a lot stronger sense of peace letting him go on deployment,&amp;quot; she said.  &amp;quot;I just feel like he has that little extra in his pocket to watch over him... He might have started out doing it for me, but I think he ended doing it for himself.&amp;quot; (Craig F. Walker, Denver Post - 2009)"
Feature Photography,2010,7126,Craig F. Walker,2010walker15web.jpg,"Ian and his dad share some time at the PX at Fort Carson on Sept. 1, 2008, when his family dropped him off for deployment to Iraq. Eric, a Vietnam veteran, offers him advice only a soldier could give:  &amp;quot;Basically I said two things to him.  No. 1, I said, ‘I want you to be careful all the time and trust your instincts.’ No.2, I said, 'If you’re going down, give 'em hell.  Fire 'till your last breath.' At that point he squeezed me, like, 'I understand,' you know?  And we didn't say anything else.&amp;quot;  (Craig F. Walker, Denver Post - 2009)"
Feature Photography,2010,7126,Craig F. Walker,2010walker16web.jpg,"Fisher pulls security detail Dec. 10, 2008, for a meeting between intelligence troops and local residents near the site of a recent rocket attack in Diwaniyah, Iraq. He's excited to get selected for the task, and for the chance to finally wield his Squad Automatic Weapon in Iraq, three months into his deployment.  Trained for combat and primed to fight, Fisher arrived in Iraq in September 2008 along with about 3,800 troops of the 2nd Brigade Combat Team.  He had expectations for Iraq, and new ones for his life.  Given a second chance after missteps at Fort Carson, field commanders saw his potential as a soldier.  But they remained wary of issues that had surfaced before he’d shipped out, when substance abuse and lapses of judgment got him demoted—and nearly got him booted from the military.  Fisher plunged into his unit’s deployment with new resolve.  But while he’d gone looking for a fight, he arrived at a time when the U.S. military role had been scaled back.  Fisher adjusted to his role with the help of seasoned veterans. (Craig F. Walker, Denver Post - 2009)"
Feature Photography,2010,7126,Craig F. Walker,2010walker17web.jpg,"Fisher rests on his bed with his 9mm while calling a girlfriend back home Dec. 7, 2008.  A couple of weeks earlier, while communicating with friends on MySpace, he came to the realization that his on-again, off-again relationship with Kirsten Oliver was really over.  &amp;quot;It's one of those things, man,&amp;quot; he said.  &amp;quot;You can’t really let it hit you.  Just continue with the mission... What the hell am I supposed to do?&amp;quot;  Soon after, he began calling a former girlfriend.  They talked about getting together when he returned stateside (Craig F. Walker, Denver Post - 2009)"
Feature Photography,2010,7126,Craig F. Walker,2010walker18web.jpg,"As Sgt. Lonnie Buthmann and Pvt. Rob-drick Robinson roughhouse, Fisher grabs as smoke Nov. 28, 2008.  The Iraq of late 2008 is nothing like the Iraq that Ian envisioned upon enlisting.  With violence down and U.S. troops giving more control to local forces, Fisher questioned his purpose.  Instead of facing off with the enemy, U.S. troops were being asked to provide transportation, react to events long after the fact and undertake mundane chores.  But as the time passed, Fisher began to make sense of it:  &amp;quot;Maybe it’s about learning to soldier up and do your job in life.  Maybe that's what a real soldier is.&amp;quot; (Craig F. Walker, Denver Post - 2009)"
Feature Photography,2010,7126,Craig F. Walker,2010walker19web.jpg,"Ian and his new girlfriend, Devin Ervin, enjoy watching Nick 'Buddha' Nelson get a brass-knuckles tattoo March 14, 2009, in Lakewood, Colo. Ian got a matching one earlier that day. The design includes an 'N' and an 'F,' for their last names. &amp;quot;He's my best friend,&amp;quot; Ian says. The tattoo &amp;quot;represents all the trouble we have gotten into together.&amp;quot;  The trio were inseparable during Ian's leave from his tour in Iraq.  &amp;quot;We’re boyfriend and girlfriend,&amp;quot; Devin said later.  &amp;quot;I don’t remember how that happened, but I think we just figured it out together, not really saying anything to each other.  But it happened.&amp;quot; (Craig F. Walker, Denver Post - 2009)"
Feature Photography,2010,7126,Craig F. Walker,2010walker20web.jpg,"On Aug. 24, 2009, three days after Ian's return from Iraq, he and Devin applied for a marriage license at the Jefferson County, Colo., clerk's office. The couple were married an hour later in a quiet courtroom. They were eager to get married immediately.  Driving away, Ian turned down the music.  &amp;quot;Ya know, everyone gets counseled in Iraq that life is not going to be like your fantasy when you get back home,&amp;quot; he said.  &amp;quot;...Well, I'm checking this off my fantasy list.&amp;quot; (Craig F. Walker, Denver Post - 2009)"
Feature Photography,2009,7093,Damon Winter,2009winter01.jpg,"Senator Obama drenched, during a rally at Widener University in Chester, Pa."
Feature Photography,2009,7093,Damon Winter,2009winter02.jpg,"Rapt but chilly Obama supporters at a campaign rally at the Widener University in Chester, Pa."
Feature Photography,2009,7093,Damon Winter,2009winter03.jpg,"A crowd of children waited behind a fence on the track at Duncanville High School in Duncanville, Tex. as Senator Obama arrived to speak."
Feature Photography,2009,7093,Damon Winter,2009winter04.jpg,"Senator Obama addressing a rally in Rodney Square in downtown Wilmington, Del."
Feature Photography,2009,7093,Damon Winter,2009winter05.jpg,Supporters cried and cheered on election night in Grant Park in Chicago as it became certain that Barack Obama would be the next president.
Feature Photography,2009,7093,Damon Winter,2009winter06.jpg,"The serving staff watched from the back as Senator Obama greeted customers and workers at the Deli Den in Fort Lauderdale, Fla."
Feature Photography,2009,7093,Damon Winter,2009winter07.jpg,"Senator Obama speaking at the Izod Center at the Meadowlands, East Rutherford, N.J."
Feature Photography,2009,7093,Damon Winter,2009winter08.jpg,"Senator Obama buying tickets for food and rides at the Sombrero Festival in Brownsville, Tex."
Feature Photography,2009,7093,Damon Winter,2009winter09.jpg,"A law enforcement agent keeps watch from an upper-level entrance as Senator Obama spoke to an estimated 10,000 supporters at the University of Alabama in Birmingham."
Feature Photography,2009,7093,Damon Winter,2009winter10.jpg,"Not all is serious or momentous at an Obama Rally in Jacksonville, Fla."
Feature Photography,2009,7093,Damon Winter,2009winter11.jpg,"Secret service agents tugging at the hands of a supporter as she hugged Mr. Obama at Legend’s Field in Tampa, Fla."
Feature Photography,2009,7093,Damon Winter,2009winter12.jpg,"Senator Obama and daughters Sasha and Malia join his wife, Michelle, at a campaign rally in Springfield, Mo."
Feature Photography,2009,7093,Damon Winter,2009winter13.jpg,Senator Obama emerging from a holding area backstage before a rally at the University of Cincinnati.
Feature Photography,2009,7093,Damon Winter,2009winter14.jpg,"Mr. Obama waited backstage before a rally at the Richmond Coliseum in Richmond, Va."
Feature Photography,2009,7093,Damon Winter,2009winter15.jpg,"Children inscribe a favorite at an Obama rally at Ed Smith Stadium in Sarasota, Fla."
Feature Photography,2009,7093,Damon Winter,2009winter16.jpg,"A mid-October campaign stop at Mack’s Apples, Londonderry, N.H."
Feature Photography,2009,7093,Damon Winter,2009winter17.jpg,"Senator Obama at a campaign rally in Pueblo, Colo., the Saturday before the election."
Feature Photography,2009,7093,Damon Winter,2009winter18.jpg,"A show of hands at a rally at Ed Smith Stadium in Sarasota, Fla: Who makes under $250,000 a year?, Senator Obama asked."
Feature Photography,2009,7093,Damon Winter,2009winter19.jpg,Early on: Senator Obama after a meeting with veterans in San Antonio in March.
Feature Photography,2009,7093,Damon Winter,2009winter20.jpg,"Shadrick Johnson, 6, wandered off the line outside the Columbia Convention Center in South Carolina, where Senator Obama would soon be speaking."
Feature Photography,2008,7068,Preston Gannaway,2008gannaway01.jpg,Rich takes a moment to rest beside Carolynne at Concord Hospital. She was admitted in early January because of an infection in her salivary gland. (1/13/07)
Feature Photography,2008,7068,Preston Gannaway,2008gannaway02.jpg,Carolynne St. Pierre pauses to compose herself while recording a video for her children. Her sister Sara Matters and cousin Anna Stoessinger comfort her. Doctors had just told Carolynne she would only survive for a number of weeks or months. (1/13/07)
Feature Photography,2008,7068,Preston Gannaway,2008gannaway03.jpg,"At Waters Funeral Home, Richard Jacques shows Rich the selection of caskets. Rich started to make funeral arrangements shortly before Christmas when doctors predicted Carolynne might not make it to the end of the year. (1/13/07)"
Feature Photography,2008,7068,Preston Gannaway,2008gannaway04.jpg,"Brian stands at the bathroom while his mother cleans up after a bout of nausea. &amp;quot;I just see so much wear and tear on the family unit,&amp;quot; said Carolynne's sister Sara Matters. (1/13/07)"
Feature Photography,2008,7068,Preston Gannaway,2008gannaway05.jpg,"During a hospital visit, EJ touches Carolynne's swollen feet where Melissa had painted her toenails. Fluid build-up in her legs was one factor that forced Carolynne to stop chemotherapy. After a week in the hospital, she was sent home under hospice care. (1/13/07)"
Feature Photography,2008,7068,Preston Gannaway,2008gannaway06.jpg,"During a birthday party for a family friend two weeks before she died, Carolynne's mother, Kathryn Siegle, comforts her. Carolynne said she felt depressed and just wanted to get better. (2/13/07)"
Feature Photography,2008,7068,Preston Gannaway,2008gannaway07.jpg,"Melissa braids her hair while getting ready for her state gymnastics meet as family members sit with Carolynne. As her mother got sicker, Melissa spent less time at home. Fearing that Carolynne would die that day, Rich debated but decided to let Melissa continue with her plans. (2/13/07)"
Feature Photography,2008,7068,Preston Gannaway,2008gannaway08.jpg,"Rich kisses Carolynne the moment she passes away. Her family comforted her and held her during her final moments, as she hoped for."
Feature Photography,2008,7068,Preston Gannaway,2008gannaway09.jpg,Rich grieves as people from the funeral home take Carolynne's body away. (2/13/07)
Feature Photography,2008,7068,Preston Gannaway,2008gannaway10.jpg,"Carolynne's family places roses on her casket after the funeral. Friends and family dressed in pink, her favorite color. (12/8/07)"
Feature Photography,2008,7068,Preston Gannaway,2008gannaway11.jpg,"Exhausted from work and taking care of the kids, Rich says he just looks forward to going to bed at night. (12/8/07)"
Feature Photography,2008,7068,Preston Gannaway,2008gannaway12.jpg,"At EJ's request, Rich brings the dinosaur-shaped chicken nuggets into the bathroom where EJ can see them."
Feature Photography,2008,7068,Preston Gannaway,2008gannaway13.jpg,"Rich punishes Brian after they got into an argument while visiting Carolynne's grave. As their relationship became more and more strained and Brian got into increasingly more trouble, Rich said he knew he could not take care of all three kids. (12/8/07)"
Feature Photography,2008,7068,Preston Gannaway,2008gannaway14.jpg,Brian waits for his turn while Rich takes EJ's photo during their visit to Carolynne's grave on Mother's Day. (12/8/07)
Feature Photography,2008,7068,Preston Gannaway,2008gannaway15.jpg,"Rich and Melissa watch EJ play at Story Land in Glen, NH. Carolynne had requested that Rich take EJ to Story Land every summer until he outgrew it. Brian and Melissa grew up taking yearly trips to the amusement park."
Feature Photography,2008,7068,Preston Gannaway,2008gannaway16.jpg,"On the first day of school, the family walks EJ to Beaver Meadow Elementary School. One of Carolynne's goals was to live long enough to see EJ start kindergarten. Because she wasn't there, family members came to support him. With EJ from left to right is Carolynne's mother Kathryn Seigle, Melissa, Carolynne's sister Laura and her daughter Sofia, family friend Charity Ross, Rich, and Rich's brother Joe St. Pierre. (12/8/07)"
Feature Photography,2008,7068,Preston Gannaway,2008gannaway17.jpg,Rich and EJ plant trees in the backyard to memorialize Carolynne. (12/8/07)
Feature Photography,2008,7068,Preston Gannaway,2008gannaway18.jpg,"Rich visits Brian at the end of his therapeutic wilderness program in North Carolina. As problems with Brian escalated at home, Rich decided to send him away for the summer. &amp;quot;There was a lot more peace in his eyes,&amp;quot; Rich said about seeing Brian at the end of the summer. During Brian's graduation ceremony, he prepares to trust fall while Rich and field instructor Steve Austin ready to catch him. (12/9/07)"
Feature Photography,2008,7068,Preston Gannaway,2008gannaway19.jpg,"Sitting on a swing outside his new boarding school in South Carolina, Brian cries while saying goodbye to Rich. Brian told Rich he didn't want him to leave. Rich tried to assure him that a year in therapeutic boarding school would make him stronger and help him deal with grief. (12/9/07)"
Feature Photography,2007,5667,Renée C. Byer,byer01web.jpg,"Racing barefooted after kicking off her flip-flops, Cyndie pushes her son Derek Madsen, 10, up and down hallways in the UC Davis Medical Center in Sacramento on June 21, 2005, successfully distracting him during the dreaded wait before his bone marrow extraction. Doctors want to determine whether he is eligible for a blood stem cell transplant, his best hope for beating neuroblastoma, a rare childhood cancer, which was diagnosed in November 2004. (June 21, 2005)"
Feature Photography,2007,5667,Renée C. Byer,byer02web.jpg,"Cyndie French, embraces her son, Derek Madsen, 10, on July 25, 2005, after learning Derek needs surgery to remove a cancerous tumor in his abdomen. The emotional impact is taking its toll on her. ""How can anyone maintain a nine-to-five job and do this?"" she begins to wonder. (July 25, 2005)"
Feature Photography,2007,5667,Renée C. Byer,byer03web.jpg,"Derek Madsen, 10, gets a soothing massage from his mother, Cyndie French, at her Sacramento nail and tanning salon. ""I'm going to do whatever it takes to make him happy, to see him smile."" Cyndie says. A single mom of five, Cyndie had to give up her salon at a financial loss to care for her dying son. (July 9, 2005)"
Feature Photography,2007,5667,Renée C. Byer,byer04web.jpg,"Derek playfully taunts his mother as Cyndie tries to coax him down from a wall outside the UC Davis Medical Center in Sacramento. They are there to admit Derek for cancer surgery the following day. Cyndia, who understands Derek's emotional meltdown before procedures, spends hours getting him in the door of the hospital. (July 27, 2005)"
Feature Photography,2007,5667,Renée C. Byer,byer05web.jpg,"Shortly after his 11th birthday and Cyndie's 40th, Derek is comforted by his brother Micah Moffe, 17, left, and mom Cyndie, right, as he gets a tattoo in preparation for radiation therapy on November 30, 2005. Micah often accompanies Derek to treatments even though his schoolwork suffers. (November 30.  2015)"
Feature Photography,2007,5667,Renée C. Byer,byer06web.jpg,"On February 6, 2006, one of Derek's cancer doctors recommends Cyndie contact hospice workers. She doesn't tell Derek about the conversation, but retreats behind a closed door at home to cry. ""I don't think it's important to tell him,"" she says. ""Why? What for?"" Sensing her sadness, Derek tries to cheer up his mom. (February 6, 2006)"
Feature Photography,2007,5667,Renée C. Byer,byer07web.jpg,"Realizing that Derek may never have an opportunity to get his driver's license, something he's told her he is anticipating, Cyndie French defies the rules and lets him drive up and down their street in West Sacramento. On the same day, Feb. 9, 2006, Cyndie met for the first time with hospice workers, and learns there is little time left for Derek. (February 9, 2006)"
Feature Photography,2007,5667,Renée C. Byer,byer08web.jpg,"Derek is tearful as Cyndie tries to reason with him at the UC Davis Cancer Center on Feb. 14, 2006. She and Dr. William Hall argue that Derek should have a series of radiation treatments to shrink tumors spreading throughout his body and alleviate his pain. ""Derek, you might not make it if you don't do this,"" Cyndie tells her son. Derek fires back: ""I don't care! Take me home. I'm done, Mom. Are you listening to me? I'm done."" (February 14, 2006)"
Feature Photography,2007,5667,Renée C. Byer,byer09web.jpg,"Cyndie always tries to have something at hand to take the sting out of her son, Derek's doctor appointments. On March 8 after undergoing radiation treatment, they make the most of a dollar can of Silly String - and Cyndie then meticulously cleans up every bit of the stuff from the ground. Cyndie is a big fan of the Dollar Store. (March 8, 2006)"
Feature Photography,2007,5667,Renée C. Byer,byer10web.jpg,"Cyndie consoles her best friend, Kelly Whysong, left, on April 24, 2006, Fearing Derek's time is near, Cyndie wrote a letter to Derek about how brave he's been during his battle with cancer. She reads it to her youngest son repeatedly, hoping he can still understand. (April 24, 2006)"
Feature Photography,2007,5667,Renée C. Byer,byer11web.jpg,"After placing a flower beside her son's head, a sobbing Cyndie drops to the floor on April 25, as her best friend, Kelly Whysong, left, and another friend, Nick Rocha, comfort her. Derek is too weak to acknowledge his mother's presence as she keeps a 24-hour vigil by his bed. (April 25, 2006)"
Feature Photography,2007,5667,Renée C. Byer,byer12web.jpg,"Derek has a final burst of energy after days of Cyndie keeping vigil at his bedside. She helps her anguished son walk on April 26. A cancerous tumor has distended Derek's stomach so far that his pants no longer fit. Another tumor in his brain impairs his eyesight making navigation difficult inside their rental home. (April 26, 2006)"
Feature Photography,2007,5667,Renée C. Byer,byer13web.jpg,"Derek refuses to take pain medications because he fears further damage to his organs. He rages at his mother on April 28, blaming her for not making him healthier. ""You have to calm down and help me help you,"" Cyndie says. (April 28, 2006)"
Feature Photography,2007,5667,Renée C. Byer,byer14web.jpg,"On May 1, after days of little sleep while caring for Derek, Cyndie confronts longtime family friend ""grandpa"" Patrick Degnan, about whether he'll be able to help with rent and funeral expenses as Derek is caught in the middle. Cyndie hopes to set up a non-profit organization so families don't have to endure the same financial struggle and chaos they have experienced. ""I just wish that some of the percentage of money that goes to cancer research can be diverted to families going through this because many people will never benefit from the research,"" says Cyndie. (May 1, 2006)"
Feature Photography,2007,5667,Renée C. Byer,byer15web.jpg,"Derek kisses his mom at the Relay for Life benefit, as his 6-year-old sister, Brianna, stands by. Wanting to contribute something to the cause and to ""give back,"" Cyndie recruited volunteers for the benefit. Before the race, Cyndie speaks to the crowd about her pride in her son's bravery during his battle with cancer."
Feature Photography,2007,5667,Renée C. Byer,byer16web.jpg,"Cyndie holds Derek on May 8. He is on medication that hinders his speech and keeps him awake at night. Except for a few minutes while hospice nurses are with him, Cyndie spends nearly every moment of the day at his side. ""I was exhausted beyond belief but I had to do this. He would call my name and always expects me to be there,"" Cyndie said. (May 8, 2006)"
Feature Photography,2007,5667,Renée C. Byer,byer17web.jpg,"In an effort to get Derek outside, Cyndie wheels him through the front door passing by artwork and cards given to her son by classmates at Bridgeway Island Elementary School. ""Just like a newborn, he needs to get out and get some air,"" she says. It was his last trip outdoors."
Feature Photography,2007,5667,Renée C. Byer,byer18web.jpg,"Cyndie French fights her emotions May 10, as she prepares to flush out Derek's catheter with saline solution before hospice nurse Sue Kirkpatrick, left, administers a sedative that will give the 11-year-old a peaceful death. ""I know in my heart I've done everything I can,"" Cyndie says. (May 10, 2006)"
Feature Photography,2007,5667,Renée C. Byer,byer19web.jpg,"Cyndie rocks her dying son as the song, ""Because We Believe,"" plays on a cd. She sings along with Andrea Bocelli in a whispery voice. ""Once in every life/There comes a time/We walk out all alone/And into the light..."" From left, family friends Ashley Berger, Amy Morgan and Kelly Whysong offer comfort as Cyndie tells Derek, ""It's OK, baby. I love you, little man. I love you, brave boy. I love you. I love you."" Derek died soon after in his mother's arms on May 10, 2006. (May 10, 2006)"
Feature Photography,2007,5667,Renée C. Byer,byer20web.jpg,"Cyndie leads Derek's casket to burial with assistance from her sons Anthony Moffe, foreground, Micah Moffe, opposite him, and Vincent Morris, who is not visible, as well as several friends. ""I will forever carry your memory in my heart and remind others to give of their time, energy and support to other families like ours,"" Cyndie says at the funeral. Derek was buried in Mount Vernon Memorial Park in Fair Oaks, California, on May 19, 2006. (May 19, 2006)"
Feature Photography,2006,7026,Todd Heisler,2006heisler02web.jpg,"Marine Major Steve Beck prepares for the final inspection of 2nd Lt. James J. Cathey's body, only days after notifying Cathey's wife of the Marine's death in Iraq. The knock at the door begins a ritual steeped in tradition more than two centuries old; a tradition based on the same tenet: ""Never leave a Marine behind."" When the wars began in Afghanistan and Iraq, Maj. Steve Beck expected to find himself overseas, in the heat of battle. He never thought he would be the one arranging funerals for his fallen comrades."
Feature Photography,2006,7026,Todd Heisler,2006heisler03web.jpg,"At the first sight of her husband's flag-draped casket, Katherine Cathey broke into uncontrollable sobs, finding suport in the arms of Major Steve Beck. When Beck first knocked on her door in Brighton, Colo., to notify her of her husband's death, she glared at him, cursed him, and refused to speak to him for more than an hour. Over the next several days, he helped guide her through the grief. By the time they reached the tarmac, she wouldn't let go."
Feature Photography,2006,7026,Todd Heisler,2006heisler04web.jpg,"When 2nd Lt. James Cathey's body arrived at the Reno Airport, Marines climbed into the cargo hold of the plane and draped the flag over his casket as passengers watched the family gather on the tarmac. During the arrival of another Marine's casket last year at Denver International Airport, Major Steve Beck described the scene as one of the most powerful in the process. ""See the people in the windows? They sit right there in the plane, watching those Marines. You gotta wonder what's going through their minds, knowing that they're on the plane that brought him home,"" he said. ""They're going to remember being on that plane for the rest of their lives. And they should."""
